Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,run,source_file,blks_read_delta,blks_read_per_op,blks_hit_delta,blks_hit_per_op,tup_returned_delta,tup_returned_per_op,tup_fetched_delta,tup_fetched_per_op,tup_inserted_delta,tup_inserted_per_op,tup_updated_delta,tup_updated_per_op,tup_deleted_delta,tup_deleted_per_op,deadlocks_delta,deadlocks_per_op,temp_files_delta,temp_files_per_op,temp_bytes_delta,temp_bytes_per_op,checkpoints_timed_delta,checkpoints_timed_per_op,checkpoints_req_delta,checkpoints_req_per_op,buffers_checkpoint_delta,buffers_checkpoint_per_op,buffers_clean_delta,buffers_clean_per_op,buffers_backend_delta,buffers_backend_per_op,buffers_alloc_delta,buffers_alloc_per_op,checkpoint_write_time_delta,checkpoint_write_time_per_op,checkpoint_sync_time_delta,checkpoint_sync_time_per_op,wal_bytes_delta,wal_bytes_per_op,wal_records_delta,wal_records_per_op,wal_fpi_delta,wal_fpi_per_op,wal_buffers_full_delta,wal_buffers_full_per_op,cache_hit_ratio,interval_cache_hit_ratio,internal_inserts_per_logical_update,latency_change_pct
21,avg-run,10000,True,uniform,READ,1.4,36.6,55,10354455,4394953,4343931,363784,5,0,0,4,385024,681,42795,408338769,560928826,6448543137,11818494234,1123229195,168829589,22954836046585,26953804880,3561958681,79578936,1,0,0,0,0,15146,6602.403274792025,100000,146.42802,118,16191,188,301,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,145040.0,1.4504,115015.0,1.15015,115012.0,1.15012,6554.0,0.06554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.00017,2186321.0,21.86321,24618.0,0.24618,305540.0,3.0554,593488.0,5.93488,307392.0,3.07392,10136.0,0.10136,9110698237.0,91106.98237,12696370.0,126.9637,1661256.0,16.61256,14964.0,0.14964,0.9999946883049029,1.0,,1.7184488626385663
22,avg-run,10000,True,uniform,READ,1.4,39.9,55,11478153,4420795,4369773,370123,5,0,0,4,385024,681,42813,410563761,560966148,6448799469,11819219762,1123534773,168830701,22964337731792,26966984547,3563802219,79589545,1,0,0,0,0,15223,6569.007422978388,100000,147.55066,116,16047,187,289,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,1123698.0,11.23698,25842.0,0.25842,25842.0,0.25842,6339.0,0.06339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.00018,2224992.0,22.24992,37322.0,0.37322,256332.0,2.56332,725528.0,7.25528,305578.0,3.05578,1112.0,0.01112,9501685207.0,95016.85207,13179667.0,131.79667,1843538.0,18.43538,10609.0,0.10609,0.9999952083112625,1.0,,0.7666838628289874
23,avg-run,10000,True,uniform,READ,1.5,41.8,55,11547914,4536766,4485744,376587,12,0,0,4,385024,681,42833,412903866,560982857,6449129738,11819814112,1123842576,168833613,22974477604140,26980869571,3565856639,79607675,1,0,0,0,0,15145,6602.839220864972,100000,146.73093,113,17183,166,290,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,69761.0,0.69761,115971.0,1.15971,115971.0,1.15971,6464.0,0.06464,7.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0002,2340105.0,23.40105,16709.0,0.16709,330269.0,3.30269,594350.0,5.9435,307803.0,3.07803,2912.0,0.02912,10139872348.0,101398.72348,13885024.0,138.85024,2054420.0,20.5442,18130.0,0.1813,0.9999952372577378,1.0,923.4285714285714,-0.5555583417925725
24,avg-run,10000,True,uniform,READ,1.5,43.6,55,11534607,4598992,4547973,382745,5,0,0,4,385024,681,42852,415240389,561017858,6449612123,11820491993,1124180814,168844985,22984773237494,26995098191,3567607274,79617293,1,0,0,0,0,16362,6111.722283339445,100000,158.37287,129,18303,184,313,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,-13307.0,-0.13307,62226.0,0.62226,62229.0,0.62229,6158.0,0.06158,-7.0,-7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.00019,2336523.0,23.36523,35001.0,0.35001,482385.0,4.82385,677881.0,6.77881,338238.0,3.38238,11372.0,0.11372,10295633354.0,102956.33354,14228620.0,142.2862,1750635.0,17.50635,9618.0,0.09618,0.9999952317631847,1.0,-879.7142857142857,7.934209917431856
25,avg-run,10000,True,uniform,READ,1.6,46.8,55,11593961,4698157,4647138,389309,5,0,0,4,385024,681,42872,417541854,561069698,6450225136,11821372100,1124539681,168858668,22995583774638,27010033134,3569437031,79627250,1,0,0,0,0,16686,5993.048064245475,100000,161.71261,134,20511,193,321,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,59354.0,0.59354,99165.0,0.99165,99165.0,0.99165,6564.0,0.06564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0002,2301465.0,23.01465,51840.0,0.5184,613013.0,6.13013,880107.0,8.80107,358867.0,3.58867,13683.0,0.13683,10810537144.0,108105.37144,14934943.0,149.34943,1829757.0,18.29757,9957.0,0.09957,0.9999952561735295,1.0,,2.108782899495343
26,avg-run,10000,True,uniform,READ,1.6,48.4,55,12100242,4794702,4743680,396394,5,0,0,4,385024,681,42893,420206706,561104855,6450818802,11822328792,1124931475,168866763,23006941790355,27025631336,3571711381,79637677,1,0,0,0,0,16254,6152.331733727083,100000,157.40384,124,19455,196,313,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,506281.0,5.06281,96545.0,0.96545,96542.0,0.96542,7085.0,0.07085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.00021,2664852.0,26.64852,35157.0,0.35157,593666.0,5.93666,956692.0,9.56692,391794.0,3.91794,8095.0,0.08095,11358015717.0,113580.15717,15598202.0,155.98202,2274350.0,22.7435,10427.0,0.10427,0.9999954546570221,1.0,,-2.664461355240022
27,avg-run,10000,True,uniform,READ,1.6,49.2,55,12111940,4871974,4820078,402668,5,0,0,4,385024,681,42914,422710340,561146885,6451432020,11823296294,1125319580,168879009,23018372175459,27041391754,3573589977,79649095,1,0,0,0,0,17501,5713.959202331295,100000,169.90554,136,20063,201,311,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,11698.0,0.11698,77272.0,0.77272,76398.0,0.76398,6274.0,0.06274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.00021,2503634.0,25.03634,42030.0,0.4203,613218.0,6.13218,967502.0,9.67502,388105.0,3.88105,12246.0,0.12246,11430385104.0,114303.85104,15760418.0,157.60418,1878596.0,18.78596,11418.0,0.11418,0.9999954590470026,1.0,,7.942436474230874
28,avg-run,10000,True,uniform,READ,1.7,50.4,55,12166439,4943327,4892305,409865,5,0,0,4,385024,681,42936,425201339,561195770,6452251951,11824329852,1125720201,168893738,23030414389584,27057927087,3575549812,79661866,1,0,0,0,0,17664,5661.231884057971,100000,171.56295,137,18831,212,320,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,54499.0,0.54499,71353.0,0.71353,72227.0,0.72227,7197.0,0.07197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.00022,2490999.0,24.90999,48885.0,0.48885,819931.0,8.19931,1033558.0,10.33558,400621.0,4.00621,14729.0,0.14729,12042214125.0,120422.14125,16535333.0,165.35333,1959835.0,19.59835,12771.0,0.12771,0.9999954793878992,1.0,,0.975489086465342
29,avg-run,10000,True,uniform,READ,5.5,51.4,55,11917912,5031655,4980633,416522,5,0,0,4,385024,681,42959,427516787,561240216,6453386741,11825535243,1126139241,168913766,23042922344380,27074960174,3577632318,79674180,1,0,0,0,0,18151,5509.338328466752,100000,176.35754,135,17167,207,334,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,-248527.0,-2.48527,88328.0,0.88328,88328.0,0.88328,6657.0,0.06657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.00023,2315448.0,23.15448,44446.0,0.44446,1134790.0,11.3479,1205391.0,12.05391,419040.0,4.1904,20028.0,0.20028,12507954796.0,125079.54796,17033087.0,170.33087,2082506.0,20.82506,12314.0,0.12314,0.9999953851189552,1.0,,2.794653507648359
30,avg-run,10000,True,uniform,READ,1.7,51.5,55,11976828,5087801,5035905,422810,5,0,0,4,385024,681,42983,429931252,561280913,6454613032,11826734856,1126586331,168934913,23056038726678,27092915116,3579791752,79686435,1,0,0,0,0,18606,5374.610340750296,100000,180.97403,145,17999,215,352,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,58916.0,0.58916,56146.0,0.56146,55272.0,0.55272,6288.0,0.06288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.00024,2414465.0,24.14465,40697.0,0.40697,1226291.0,12.26291,1199613.0,11.99613,447090.0,4.4709,21147.0,0.21147,13116382298.0,131163.82298,17954942.0,179.54942,2159434.0,21.59434,12255.0,0.12255,0.999995407820215,1.0,,2.617687908325328
31,avg-run,10000,True,uniform,READ,1.7,52.2,55,12020823,5146757,5094861,429517,5,0,0,4,385024,681,43008,432680750,561327197,6455659533,11827919910,1127014035,168952441,23069361460998,27110995348,3582191982,79698654,1,0,0,0,0,20193,4952.21116228396,100000,197.11079,165,16495,236,347,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,43995.0,0.43995,58956.0,0.58956,58956.0,0.58956,6707.0,0.06707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.00025,2749498.0,27.49498,46284.0,0.46284,1046501.0,10.46501,1185054.0,11.85054,427704.0,4.27704,17528.0,0.17528,13322734320.0,133227.3432,18080232.0,180.80232,2400230.0,24.0023,12219.0,0.12219,0.999995424627053,1.0,,8.91661637860417
32,avg-run,10000,True,uniform,READ,1.7,52.6,55,12061443,5192365,5140469,436020,5,0,0,4,385024,681,43034,435317840,561381709,6457061137,11829277670,1127472987,168974820,23083422249632,27129877481,3584861761,79712415,1,0,0,0,0,20380,4906.771344455348,100000,199.0004,164,16247,231,334,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,40620.0,0.4062,45608.0,0.45608,45608.0,0.45608,6503.0,0.06503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.00026,2637090.0,26.3709,54512.0,0.54512,1401604.0,14.01604,1357760.0,13.5776,458952.0,4.58952,22379.0,0.22379,14060788634.0,140607.88634,18882133.0,188.82133,2669779.0,26.69779,13761.0,0.13761,0.9999954400357236,1.0,,0.9586537601518508
33,avg-run,10000,True,uniform,READ,1.9,52.8,55,12223248,5317035,5265136,442564,16,90,0,4,393216,681,43060,438485416,561422424,6458651057,11830505722,1127950851,169001227,23097596240199,27149064165,3587703472,79726323,1,0,0,0,0,20476,4883.766360617308,100000,199.77065,163,19615,231,368,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,161805.0,1.61805,124670.0,1.2467,124667.0,1.24667,6544.0,0.06544,11.0,0.00011,90.0,0.0009,0.0,0.0,0.0,0.0,8192.0,0.08192,0.0,0.0,26.0,0.00026,3167576.0,31.67576,40715.0,0.40715,1589920.0,15.8992,1228052.0,12.28052,477864.0,4.77864,26407.0,0.26407,14173990567.0,141739.90567,19186684.0,191.86684,2841711.0,28.41711,13908.0,0.13908,0.9999955003978875,1.0,594.9090909090909,0.3870595234984231
34,avg-run,10000,True,uniform,READ,1.9,53.0,55,12287833,5441966,5390067,448842,16,64,0,4,393216,681,43087,441260452,561477308,6460057420,11831878513,1128441283,169019579,23112329078597,27168868848,3590398219,79739331,1,0,0,0,0,20992,4763.719512195122,100000,205.14455,168,16719,236,354,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,64585.0,0.64585,124931.0,1.24931,124931.0,1.24931,6278.0,0.06278,0.0,0.0,-26.0,-0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.00027,2775036.0,27.75036,54884.0,0.54884,1406363.0,14.06363,1372791.0,13.72791,490432.0,4.90432,18352.0,0.18352,14732838398.0,147328.38398,19804683.0,198.04683,2694747.0,26.94747,13008.0,0.13008,0.9999955240477453,1.0,,2.6900347974039285
35,avg-run,10000,True,uniform,READ,91.1,53.2,55,12330922,5464289,5412390,454878,16,46,0,4,393216,681,43115,444162386,561527186,6461565540,11833164028,1128953721,169038161,23127634287370,27189362548,3593176733,79752547,1,0,0,0,0,20855,4795.013186286263,100000,203.43148,165,18671,238,355,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,43089.0,0.43089,22323.0,0.22323,22323.0,0.22323,6036.0,0.06036,0.0,0.0,-18.0,-0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.00028,2901934.0,29.01934,49878.0,0.49878,1508120.0,15.0812,1285515.0,12.85515,512438.0,5.12438,18582.0,0.18582,15305208773.0,153052.08773,20493700.0,204.937,2778514.0,27.78514,13216.0,0.13216,0.99999553968838,1.0,,-0.8350550867668782
36,avg-run,10000,True,uniform,READ,1.9,53.3,55,12302755,5608186,5556290,460915,12,0,0,4,393216,681,43144,447336702,561576867,6463159962,11834523086,1129487494,169063479,23143464464289,27210394904,3596306600,79767388,1,0,0,0,0,20919,4780.3432286438165,100000,204.39937,167,16463,237,354,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,-28167.0,-0.28167,143897.0,1.43897,143900.0,1.439,6037.0,0.06037,-4.0,-4e-05,-46.0,-0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.00029,3174316.0,31.74316,49681.0,0.49681,1594422.0,15.94422,1359058.0,13.59058,533773.0,5.33773,25318.0,0.25318,15830176919.0,158301.76919,21032356.0,210.32356,3129867.0,31.29867,14841.0,0.14841,0.9999955294765992,1.0,-1509.25,0.4757818209846443
37,avg-run,10000,True,uniform,READ,1.9,53.4,55,12336530,5605326,5553430,466695,5,0,0,4,393216,681,43173,450443638,561638233,6464846030,11835933830,1130011959,169079299,23159356574907,27231601815,3598768802,79782643,1,0,0,0,0,21313,4691.972035846667,100000,208.34266,173,17151,248,372,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,33775.0,0.33775,-2860.0,-0.0286,-2860.0,-0.0286,5780.0,0.0578,-7.0,-7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.00029,3106936.0,31.06936,61366.0,0.61366,1686068.0,16.86068,1410744.0,14.10744,524465.0,5.24465,15820.0,0.1582,15892110618.0,158921.10618,21206911.0,212.06911,2462202.0,24.62202,15255.0,0.15255,0.9999955417159611,1.0,-825.7142857142857,1.9292084902218676
38,avg-run,10000,True,uniform,READ,1.9,53.5,55,12377987,5620528,5568632,472432,5,0,0,4,393216,681,43203,453546296,561691645,6466655624,11837518271,1130547706,169102845,23175859341941,27253677657,3601004884,79797560,1,0,0,0,0,21398,4673.333956444528,100000,208.73424,172,18751,239,358,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,41457.0,0.41457,15202.0,0.15202,15202.0,0.15202,5737.0,0.05737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0003,3102658.0,31.02658,53412.0,0.53412,1809594.0,18.09594,1584441.0,15.84441,535747.0,5.35747,23546.0,0.23546,16502767034.0,165027.67034,22075842.0,220.75842,2236082.0,22.36082,14917.0,0.14917,0.9999955566478124,1.0,,0.1879499858550293
39,avg-run,10000,True,uniform,READ,1.9,53.7,55,13244950,6925840,6873941,578104,16,12,0,4,393216,681,43234,456673954,561752884,6468503462,11839026398,1131100883,169137704,23192897595642,27276523499,3604073186,79812794,1,0,0,0,0,25342,3946.018467366427,100000,248.25379,204,20079,277,423,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,866963.0,8.66963,1305312.0,13.05312,1305309.0,13.05309,105672.0,1.05672,11.0,0.00011,12.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.00031,3127658.0,31.27658,61239.0,0.61239,1847838.0,18.47838,1508127.0,15.08127,553177.0,5.53177,34859.0,0.34859,17038253701.0,170382.53701,22845842.0,228.45842,3068302.0,30.68302,15234.0,0.15234,0.9999958474911863,1.0,9606.545454545454,18.932950339148967
40,avg-run,10000,True,uniform,READ,1.9,53.7,55,13179040,6994244,6942353,583614,5,0,0,0,0,681,43265,459985078,561809088,6470698682,11840557641,1131667957,169165873,23209998877472,27299694426,3606345264,79828456,1,0,0,0,0,26627,3755.586434821797,100000,261.5186,218,17615,295,431,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,-65910.0,-0.6591,68404.0,0.68404,68412.0,0.68412,5510.0,0.0551,-11.0,-0.00011,-12.0,-0.00012,0.0,0.0,-4.0,-4e-05,-393216.0,-3.93216,0.0,0.0,31.0,0.00031,3311124.0,33.11124,56204.0,0.56204,2195220.0,21.9522,1531243.0,15.31243,567074.0,5.67074,28169.0,0.28169,17101281830.0,171012.8183,23170927.0,231.70927,2272078.0,22.72078,15662.0,0.15662,0.9999958267240656,1.0,-500.90909090909093,5.343245716409806
41,avg-run,10000,True,uniform,READ,1.9,53.8,55,13227456,7080862,7028971,588891,5,0,0,0,0,681,43298,463248180,561871657,6472779428,11842315200,1132285488,169199032,23228039032933,27323672318,3609908129,79843559,1,0,0,0,0,27050,3696.857670979667,100000,265.44218,223,20031,290,454,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,48416.0,0.48416,86618.0,0.86618,86618.0,0.86618,5277.0,0.05277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.00033,3263102.0,32.63102,62569.0,0.62569,2080746.0,20.80746,1757559.0,17.57559,617531.0,6.17531,33159.0,0.33159,18040155461.0,180401.55461,23977892.0,239.77892,3562865.0,35.62865,15103.0,0.15103,0.9999958419992998,1.0,,1.500306287965758
42,avg-run,10000,True,uniform,READ,1.9,53.8,55,13407368,7141191,7089297,594138,16,2,0,0,0,681,43332,466499040,561929016,6474849226,11843993300,1132899063,169222049,23246493354794,27348272417,3613486694,79859171,1,0,0,0,0,27493,3637.289491870658,100000,269.71775,228,20207,297,464,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,179912.0,1.79912,60329.0,0.60329,60326.0,0.60326,5247.0,0.05247,11.0,0.00011,2.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.00034,3250860.0,32.5086,57359.0,0.57359,2069798.0,20.69798,1678100.0,16.781,613575.0,6.13575,23017.0,0.23017,18454321861.0,184543.21861,24600099.0,246.00099,3578565.0,35.78565,15612.0,0.15612,0.999995897794826,1.0,477.0,1.6107349630718026
43,avg-run,10000,True,uniform,READ,2.0,53.8,55,13329178,7199216,7147325,599333,5,0,0,0,0,681,43367,470001807,562000668,6477052984,11845856387,1133543264,169244255,23265328107391,27373272075,3616362303,79873829,1,0,0,0,0,27810,3595.828838547285,100000,272.82443,234,17215,300,447,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,-78190.0,-0.7819,58025.0,0.58025,58028.0,0.58028,5195.0,0.05195,-11.0,-0.00011,-2.0,-2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.00035,3502767.0,35.02767,71652.0,0.71652,2203758.0,22.03758,1863087.0,18.63087,644201.0,6.44201,22206.0,0.22206,18834752597.0,188347.52597,24999658.0,249.99658,2875609.0,28.75609,14658.0,0.14658,0.9999958737310691,1.0,-472.27272727272725,1.1518263073156954
44,avg-run,10000,True,uniform,READ,2.0,53.8,55,13379558,7295201,7243310,604344,5,0,0,0,0,681,43403,473610502,562074564,6479340885,11847593077,1134265520,169266703,23284745017671,27399007331,3619422066,79889797,1,0,0,0,0,27879,3586.9292298862943,100000,273.60676,235,20767,299,433,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,50380.0,0.5038,95985.0,0.95985,95985.0,0.95985,5011.0,0.05011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.00036,3608695.0,36.08695,73896.0,0.73896,2287901.0,22.87901,1736690.0,17.3669,722256.0,7.22256,22448.0,0.22448,19416910280.0,194169.1028,25735256.0,257.35256,3059763.0,30.59763,15968.0,0.15968,0.9999958892682471,1.0,,0.286752179780958
45,avg-run,10000,True,uniform,READ,2.0,53.8,55,13396016,7305318,7253427,609358,5,0,0,0,0,681,43439,477225564,562150210,6481734631,11849328950,1134863996,169310357,23304561945541,27425173922,3623172355,79905539,1,0,0,0,0,28659,3489.305279318888,100000,281.65034,238,18399,308,486,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,16458.0,0.16458,10117.0,0.10117,10117.0,0.10117,5014.0,0.05014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.00036,3615062.0,36.15062,75646.0,0.75646,2393746.0,23.93746,1735873.0,17.35873,598476.0,5.98476,43654.0,0.43654,19816927870.0,198169.2787,26166591.0,261.66591,3750289.0,37.50289,15742.0,0.15742,0.9999958943185655,1.0,,2.939832334551973
46,avg-run,10000,True,uniform,READ,2.0,53.8,55,13433342,7440368,7388477,614340,5,0,0,0,0,681,43477,480876982,562187742,6484424304,11851164288,1135536205,169367976,23324952215950,27452093698,3627207424,79923422,1,0,0,0,0,28849,3466.324655967278,100000,283.67277,241,17951,308,479,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,37326.0,0.37326,135050.0,1.3505,135050.0,1.3505,4982.0,0.04982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.00038,3651418.0,36.51418,37532.0,0.37532,2689673.0,26.89673,1835338.0,18.35338,672209.0,6.72209,57619.0,0.57619,20390270409.0,203902.70409,26919776.0,269.19776,4035069.0,40.35069,17883.0,0.17883,0.9999959057266007,1.0,,0.7180641074319372
47,avg-run,10000,True,uniform,READ,2.0,53.8,55,13455727,7408104,7356213,619356,5,0,0,0,0,681,43515,483999838,562272452,6487480768,11853224586,1136204882,169423695,23345537574862,27479387693,3631045052,79938178,1,0,0,0,0,28847,3466.564980760564,100000,283.2396,240,20287,308,484,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,22385.0,0.22385,-32264.0,-0.32264,-32264.0,-0.32264,5016.0,0.05016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.00038,3122856.0,31.22856,84710.0,0.8471,3056464.0,30.56464,2060298.0,20.60298,668677.0,6.68677,55719.0,0.55719,20585358912.0,205853.58912,27293995.0,272.93995,3837628.0,38.37628,14756.0,0.14756,0.999995912537822,1.0,,-0.1527005923057101
48,avg-run,10000,True,uniform,READ,2.0,53.9,55,13495114,7533746,7481855,624221,5,0,0,0,0,681,43555,487117361,562369268,6490646318,11855339349,1136913242,169482452,23366628088464,27507242714,3634909894,79952931,1,0,0,0,0,29314,3411.339291805963,100000,287.87186,246,21807,313,498,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,39387.0,0.39387,125642.0,1.25642,125642.0,1.25642,4865.0,0.04865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0004,3117523.0,31.17523,96816.0,0.96816,3165550.0,31.6555,2114763.0,21.14763,708360.0,7.0836,58757.0,0.58757,21090513602.0,210905.13602,27855021.0,278.55021,3864842.0,38.64842,14753.0,0.14753,0.9999959244674891,1.0,,1.6354563415567736
49,avg-run,10000,True,uniform,READ,2.0,53.9,55,13858338,7507177,7455286,629095,5,0,0,0,0,681,43595,490477660,562462085,6493498861,11857498962,1137656629,169538697,23388269575253,27535801273,3638941075,79968488,1,0,0,0,0,30001,3333.2222259258024,100000,294.70498,242,21055,320,515,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,363224.0,3.63224,-26569.0,-0.26569,-26569.0,-0.26569,4874.0,0.04874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0004,3360299.0,33.60299,92817.0,0.92817,2852543.0,28.52543,2159613.0,21.59613,743387.0,7.43387,56245.0,0.56245,21641486789.0,216414.86789,28558559.0,285.58559,4031181.0,40.31181,15557.0,0.15557,0.9999960312858786,1.0,,2.3736672281896354
50,avg-run,10000,True,uniform,READ,2.0,53.9,55,13906609,7653480,7601589,634072,5,0,0,0,0,681,43636,494618689,562519832,6496156551,11859674747,1138482470,169582103,23410312532661,27564554879,3643302291,79984332,1,0,0,0,0,30261,3304.583457255213,100000,297.37677,249,21887,325,490,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,0.0,0.0,48271.0,0.48271,146303.0,1.46303,146303.0,1.46303,4977.0,0.04977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.00041,4141029.0,41.41029,57747.0,0.57747,2657690.0,26.5769,2175785.0,21.75785,825841.0,8.25841,43406.0,0.43406,22042957408.0,220429.57408,28753606.0,287.53606,4361216.0,43.61216,15844.0,0.15844,0.9999960450615618,1.0,,0.9065981850731042
