run_name,epoch,phase,event,timestamp_unix_ms,relation_name,buffers,bytes
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,14,avg-run,before_avg-run,1777547572951,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,14,avg-run,after_avg-run,1777547592829,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,extend,before_extend,1777547593126,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,extend,after_extend,1777547804803,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,vacuum,after_vacuum,1777547808628,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,run,before_run,1777547808992,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,run,after_run,1777547832008,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,reference,before_reference,1777547833189,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,reference,after_reference,1777547838711,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,clean-run,before_clean-run,1777547865634,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,clean-run,after_clean-run,1777547886427,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,avg-run,before_avg-run,1777547903562,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,15,avg-run,after_avg-run,1777547922307,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,16,extend,before_extend,1777547922601,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,16,extend,after_extend,1777548136274,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,16,vacuum,after_vacuum,1777548141894,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,16,run,before_run,1777548142401,pg_buffercache_unavailable,NULL,NULL
