DBName,Phase,Epoch,TimestampUnixMs,postgres_cpu_pct,postgres_rss_kb,mem_available_kb,mem_dirty_kb,mem_writeback_kb,disk_reads_s,disk_writes_s,disk_read_kb_s,disk_write_kb_s,disk_await_ms,disk_aqu_sz,disk_util_pct
ycsb_backup,avg-run,98,1777646149342,56.2,2045848,10747516,232,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646150687,56.2,2047812,10745364,232,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646152034,56.3,2049436,10747220,232,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646153374,56.3,2050644,10746316,224,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646154714,56.4,2051204,10745656,224,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646156067,56.4,2053232,10742932,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646157414,56.5,2053472,10747888,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646158747,56.5,2053636,10748292,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646160073,56.5,2055564,10746500,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646161422,56.5,2055684,10741148,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646162756,56.5,2056900,10746948,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646164089,56.6,2057476,10744648,228,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646165436,56.6,2057476,10745672,256,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646166777,56.6,2057940,10746932,256,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646168341,56.6,2057924,10746776,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646169682,56.6,2058592,10749748,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646171029,56.6,2058244,10748168,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646172380,56.6,2058592,10749588,24,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646173730,56.7,2058544,10741108,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646175057,56.7,2058436,10743864,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646176405,56.7,2058436,10741784,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646177744,56.7,2058564,10742016,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646179105,56.7,2058564,10747096,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646180449,56.7,2058564,10744512,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646181805,56.7,2058564,10741600,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646183162,56.7,2059488,10741260,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646184509,56.7,2059424,10747636,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646185859,56.7,2059356,10746544,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646187206,56.7,2059204,10741200,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646188549,56.7,2059604,10744768,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646189906,56.8,2059616,10747844,36,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646191254,56.8,2059268,10744804,40,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646192596,56.8,2059268,10745768,40,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646193927,56.8,2059268,10735156,40,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646195270,56.8,2059268,10746416,40,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646196605,56.8,2059268,10746120,68,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646197943,56.8,2059372,10745376,64,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646199291,56.8,2059268,10746664,64,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,98,1777646200618,56.8,2059696,10744592,64,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646201729,NULL,NULL,10914516,112,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646203369,51.3,238320,10878348,608,140,0,0,0,0,0,0,0
ycsb,extend,99,1777646204705,58.5,430992,10832536,272,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646206037,54.6,519952,10850220,400,2784,0,0,0,0,0,0,0
ycsb,extend,99,1777646207359,53.7,620452,10833012,444,8,0,0,0,0,0,0,0
ycsb,extend,99,1777646208690,53.7,695500,10839384,448,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646210000,52.7,768568,10837276,344,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646211306,52.5,843364,10846992,480,52,0,0,0,0,0,0,0
ycsb,extend,99,1777646212632,53.1,919696,10856012,400,28,0,0,0,0,0,0,0
ycsb,extend,99,1777646213940,53.7,984696,10863540,240,3300,0,0,0,0,0,0,0
ycsb,extend,99,1777646215268,53.1,1092068,10855264,432,28,0,0,0,0,0,0,0
ycsb,extend,99,1777646216582,53.5,1148044,10851452,324,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646217920,54.8,1218932,10867120,512,1872,0,0,0,0,0,0,0
ycsb,extend,99,1777646219248,55.8,1305960,10869400,468,108,0,0,0,0,0,0,0
ycsb,extend,99,1777646220587,56.6,1374192,10825488,532,2044,0,0,0,0,0,0,0
ycsb,extend,99,1777646221894,65.5,1785200,10839064,612,120,0,0,0,0,0,0,0
ycsb,extend,99,1777646223224,60.8,1997524,10852660,528,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646224541,61.3,2214872,10846432,408,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646225864,61.2,2387484,10834116,64,52,0,0,0,0,0,0,0
ycsb,extend,99,1777646227194,61.9,2539164,10852532,244,60,0,0,0,0,0,0,0
ycsb,extend,99,1777646228525,62.3,2687264,10835284,204,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646229854,62.4,2860236,10841604,488,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646231171,62.7,3002500,10820680,300,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646232493,63.8,3527032,10823904,456,152,0,0,0,0,0,0,0
ycsb,extend,99,1777646233829,65,4170432,10844444,256,280,0,0,0,0,0,0,0
ycsb,extend,99,1777646235168,65.1,4370500,10840524,400,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646236488,65.1,4538944,10830028,216,24,0,0,0,0,0,0,0
ycsb,extend,99,1777646237820,65.3,4742572,10834492,236,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646239140,66.1,5234760,10834444,256,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646240477,66.6,5633904,10841204,340,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646241820,66.7,5783548,10837196,296,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646243153,67,5902116,10843168,480,676,0,0,0,0,0,0,0
ycsb,extend,99,1777646244488,63.3,2458364,10872716,164,408,0,0,0,0,0,0,0
ycsb,extend,99,1777646245839,63.9,2519028,10842904,472,44,0,0,0,0,0,0,0
ycsb,extend,99,1777646247169,64.1,2570828,10852652,288,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646248504,64.7,2616876,10843968,392,1944,0,0,0,0,0,0,0
ycsb,extend,99,1777646249830,65.1,2671360,10851060,576,16,0,0,0,0,0,0,0
ycsb,extend,99,1777646251168,65.7,2732688,10830720,248,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646252490,66.1,2766416,10825444,376,104,0,0,0,0,0,0,0
ycsb,extend,99,1777646253849,66.6,2817000,10820508,380,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646255170,66.8,2860436,10849972,444,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646256508,67,2904716,10852508,452,720,0,0,0,0,0,0,0
ycsb,extend,99,1777646257842,67.2,2935952,10841388,364,32,0,0,0,0,0,0,0
ycsb,extend,99,1777646259152,67.4,2974676,10836544,652,44,0,0,0,0,0,0,0
ycsb,extend,99,1777646260471,67.5,3015028,10850352,620,112,0,0,0,0,0,0,0
ycsb,extend,99,1777646261787,67.7,3048052,10822132,288,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646263289,68,3089256,10815604,244,2416,0,0,0,0,0,0,0
ycsb,extend,99,1777646264595,68.2,3124508,10825928,244,124,0,0,0,0,0,0,0
ycsb,extend,99,1777646265902,68.4,3152804,10820568,160,116,0,0,0,0,0,0,0
ycsb,extend,99,1777646267226,68.7,3183312,10822808,364,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646268573,68.9,3229936,10817980,496,44,0,0,0,0,0,0,0
ycsb,extend,99,1777646269915,69.1,3261336,10821992,412,20,0,0,0,0,0,0,0
ycsb,extend,99,1777646271249,69.1,3291468,10829492,200,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646272579,69.2,3310960,10826680,296,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646273897,69.3,3342236,10840476,368,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646275224,69.3,3371716,10821836,444,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646276556,69.4,3406516,10808288,232,16,0,0,0,0,0,0,0
ycsb,extend,99,1777646277882,69.5,3428696,10808836,416,124,0,0,0,0,0,0,0
ycsb,extend,99,1777646279207,69.5,3453516,10799504,548,180,0,0,0,0,0,0,0
ycsb,extend,99,1777646280522,69.5,3481176,10807912,344,16,0,0,0,0,0,0,0
ycsb,extend,99,1777646281855,72.7,3698348,10805952,664,32,0,0,0,0,0,0,0
ycsb,extend,99,1777646283197,74.9,4122968,10815000,992,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646284518,73.8,4450420,10821876,880,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646285846,73.6,4664580,10799436,1048,140,0,0,0,0,0,0,0
ycsb,extend,99,1777646287184,72.9,4772156,10815604,1600,44,0,0,0,0,0,0,0
ycsb,extend,99,1777646288517,72.8,4889992,10797652,1892,12,0,0,0,0,0,0,0
ycsb,extend,99,1777646289852,72.7,4998956,10801700,2384,8,0,0,0,0,0,0,0
ycsb,extend,99,1777646291180,72.4,5097140,10790172,2748,64,0,0,0,0,0,0,0
ycsb,extend,99,1777646292506,72.6,5193016,10800196,188,96,0,0,0,0,0,0,0
ycsb,extend,99,1777646293835,72.6,5315832,10811248,560,180,0,0,0,0,0,0,0
ycsb,extend,99,1777646295159,72.4,5436392,10820564,764,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646296478,72.4,5570480,10819964,900,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646297799,72.3,5698680,10794236,1372,200,0,0,0,0,0,0,0
ycsb,extend,99,1777646299117,72.4,5833996,10794504,1448,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646300440,72.4,5941840,10796128,1616,184,0,0,0,0,0,0,0
ycsb,extend,99,1777646301774,72.4,6062744,10800384,1976,1636,0,0,0,0,0,0,0
ycsb,extend,99,1777646303105,72.3,6191200,10790436,248,92,0,0,0,0,0,0,0
ycsb,extend,99,1777646304445,72.5,6336148,10799452,756,120,0,0,0,0,0,0,0
ycsb,extend,99,1777646305762,72.5,6412772,10773832,792,4,0,0,0,0,0,0,0
ycsb,extend,99,1777646307085,72.4,6523900,10777092,808,4,0,0,0,0,0,0,0
ycsb,extend,99,1777646308401,72.4,6663636,10794720,816,116,0,0,0,0,0,0,0
ycsb,extend,99,1777646309725,72.4,6748036,10805744,904,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646311052,72.5,6859368,10797260,876,1052,0,0,0,0,0,0,0
ycsb,extend,99,1777646312380,72.4,6933856,10791588,724,252,0,0,0,0,0,0,0
ycsb,extend,99,1777646313711,72.4,6998820,10753944,956,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646315052,72.5,7060944,10756728,276,24,0,0,0,0,0,0,0
ycsb,extend,99,1777646316382,72.5,7110124,10783588,564,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646317721,72.5,7177336,10788224,296,1532,0,0,0,0,0,0,0
ycsb,extend,99,1777646319030,72.6,7233924,10773688,280,2716,0,0,0,0,0,0,0
ycsb,extend,99,1777646320361,72.4,7273772,10766748,488,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646321696,72.4,7387744,10777732,476,20,0,0,0,0,0,0,0
ycsb,extend,99,1777646323199,72.4,7467444,10789108,324,80,0,0,0,0,0,0,0
ycsb,extend,99,1777646324520,72.3,7555088,10783380,668,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646325837,72.4,7627856,10769508,140,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646327159,72.4,7704320,10773712,348,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646328485,72.4,7810396,10779476,436,3516,0,0,0,0,0,0,0
ycsb,extend,99,1777646329805,72.4,7912424,10769612,396,60,0,0,0,0,0,0,0
ycsb,extend,99,1777646331123,72.3,8019860,10774076,648,80,0,0,0,0,0,0,0
ycsb,extend,99,1777646332452,72.3,8102124,10775388,460,1404,0,0,0,0,0,0,0
ycsb,extend,99,1777646333782,72.2,8132952,10772988,620,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646335105,72.3,8144492,10778728,356,184,0,0,0,0,0,0,0
ycsb,extend,99,1777646336430,72.3,8145240,10741784,324,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646337747,72.3,8158660,10751252,472,484,0,0,0,0,0,0,0
ycsb,extend,99,1777646339094,72.3,8156548,10761372,580,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646340427,72.4,8169964,10753036,652,4820,0,0,0,0,0,0,0
ycsb,extend,99,1777646341742,72.3,8268500,10756396,596,3192,0,0,0,0,0,0,0
ycsb,extend,99,1777646343063,72.3,8179648,10750612,808,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646344380,72.3,8195552,10743600,444,3864,0,0,0,0,0,0,0
ycsb,extend,99,1777646345716,72.3,8220576,10763988,520,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646347047,72.4,8235404,10767108,440,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646348380,72.4,8266692,10758856,236,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646349722,72.5,8283720,10753968,300,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646351068,72.5,8286664,10758448,484,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646352389,72.5,8294472,10752628,644,224,0,0,0,0,0,0,0
ycsb,extend,99,1777646353706,72.4,8294112,10761240,556,112,0,0,0,0,0,0,0
ycsb,extend,99,1777646355045,72.5,8303200,10753520,460,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646356361,72.4,8315360,10754568,484,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646357689,72.5,8329496,10760224,660,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646359031,72.5,8327512,10756088,48,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646360354,72.5,8340392,10764776,456,1100,0,0,0,0,0,0,0
ycsb,extend,99,1777646361690,72.5,8347416,10766840,404,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646363024,72.5,8372180,10765496,396,176,0,0,0,0,0,0,0
ycsb,extend,99,1777646364337,72.5,8372020,10752788,760,140,0,0,0,0,0,0,0
ycsb,extend,99,1777646365653,72.5,8400176,10751160,624,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646366975,72.6,8412092,10752996,1012,152,0,0,0,0,0,0,0
ycsb,extend,99,1777646368300,72.6,8410252,10750472,832,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646369620,72.6,8434552,10753588,264,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646370948,72.7,8457904,10760528,664,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646372278,72.8,8479648,10736028,548,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646373601,72.8,8488764,10744188,688,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646374909,72.8,8519228,10755828,904,2004,0,0,0,0,0,0,0
ycsb,extend,99,1777646376236,72.8,8534576,10763524,1084,64,0,0,0,0,0,0,0
ycsb,extend,99,1777646377557,72.7,8548992,10762736,1192,20,0,0,0,0,0,0,0
ycsb,extend,99,1777646378909,72.7,8556004,10773124,1276,2332,0,0,0,0,0,0,0
ycsb,extend,99,1777646380247,72.8,8570216,10779704,348,56,0,0,0,0,0,0,0
ycsb,extend,99,1777646381579,72.8,8577064,10764520,412,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646383087,72.7,8593176,10746400,460,2564,0,0,0,0,0,0,0
ycsb,extend,99,1777646384434,72.8,8604608,10748920,540,228,0,0,0,0,0,0,0
ycsb,extend,99,1777646385770,72.8,8592212,10747320,848,224,0,0,0,0,0,0,0
ycsb,extend,99,1777646387094,72.8,8596260,10747604,1160,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646388416,72.8,8597600,10744152,904,2832,0,0,0,0,0,0,0
ycsb,extend,99,1777646389740,72.8,8596592,10756308,1128,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646391073,72.9,8597808,10758504,1076,32,0,0,0,0,0,0,0
ycsb,extend,99,1777646392412,72.9,8590456,10773312,364,16,0,0,0,0,0,0,0
ycsb,extend,99,1777646393743,72.9,8590284,10766088,768,48,0,0,0,0,0,0,0
ycsb,extend,99,1777646395088,72.9,8604860,10757476,412,980,0,0,0,0,0,0,0
ycsb,extend,99,1777646396407,72.9,8593860,10766424,704,212,0,0,0,0,0,0,0
ycsb,extend,99,1777646397727,72.9,8592780,10749352,796,4,0,0,0,0,0,0,0
ycsb,extend,99,1777646399051,72.9,8590348,10735072,696,632,0,0,0,0,0,0,0
ycsb,extend,99,1777646400362,72.9,8597392,10732076,952,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646401711,72.9,8699556,10762736,1956,4,0,0,0,0,0,0,0
ycsb,extend,99,1777646403052,73,8591276,10744592,592,148,0,0,0,0,0,0,0
ycsb,extend,99,1777646404380,73,8598704,10746936,952,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646405726,73,8597484,10719352,940,128,0,0,0,0,0,0,0
ycsb,extend,99,1777646407068,72.9,8593636,10723828,1124,2660,0,0,0,0,0,0,0
ycsb,extend,99,1777646408389,72.9,8595408,10760344,1272,128,0,0,0,0,0,0,0
ycsb,extend,99,1777646409729,72.9,8606236,10738788,1472,120,0,0,0,0,0,0,0
ycsb,extend,99,1777646411060,72.9,8591240,10744324,1472,144,0,0,0,0,0,0,0
ycsb,extend,99,1777646412407,72.9,8595204,10747576,1456,360,0,0,0,0,0,0,0
ycsb,extend,99,1777646413736,73,8592672,10757752,276,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646415060,73,8605120,10752140,572,128,0,0,0,0,0,0,0
ycsb,extend,99,1777646416384,73,8591240,10767256,644,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646417710,72.9,8597540,10758372,644,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646419020,73,8591624,10764888,892,936,0,0,0,0,0,0,0
ycsb,extend,99,1777646420340,73,8607152,10756136,556,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646421661,72.9,8605336,10760072,344,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646422994,73,8592532,10762260,636,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646424317,73,8594264,10756008,284,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646425632,73,8605820,10758788,572,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646426962,73,8593044,10763788,792,260,0,0,0,0,0,0,0
ycsb,extend,99,1777646428299,73,8598236,10757080,788,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646429636,73.1,8599764,10754212,1040,2940,0,0,0,0,0,0,0
ycsb,extend,99,1777646430952,73.1,8595952,10758428,1088,64,0,0,0,0,0,0,0
ycsb,extend,99,1777646432279,73,8595088,10749540,1284,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646433592,73,8608280,10770676,1112,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646434897,72.9,8593104,10763168,1292,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646436216,72.9,8606472,10759132,240,444,0,0,0,0,0,0,0
ycsb,extend,99,1777646437536,72.9,8601196,10762432,424,124,0,0,0,0,0,0,0
ycsb,extend,99,1777646438864,72.8,8608336,10770192,436,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646440186,72.7,8601156,10772396,724,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646441502,72.6,8593676,10760452,524,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646442994,72.5,8607108,10765484,928,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646444318,72.5,8608508,10775112,1064,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646445630,72.4,8607480,10759092,1024,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646446964,72.4,8606920,10759864,1120,96,0,0,0,0,0,0,0
ycsb,extend,99,1777646448263,72.3,8593060,10751600,968,28,0,0,0,0,0,0,0
ycsb,extend,99,1777646449582,72.2,8594324,10757868,304,48,0,0,0,0,0,0,0
ycsb,extend,99,1777646450893,72.2,8599648,10756916,2368,180,0,0,0,0,0,0,0
ycsb,extend,99,1777646452222,72.1,8595936,10747180,732,64,0,0,0,0,0,0,0
ycsb,extend,99,1777646453548,72.1,8607620,10765840,1156,372,0,0,0,0,0,0,0
ycsb,extend,99,1777646454855,72,8599524,10765176,856,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646456175,71.9,8598320,10759292,916,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646457507,71.8,8597812,10763272,948,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646458840,71.8,8607896,10767316,1384,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646460180,71.8,8608376,10754124,1380,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646461498,71.7,8599636,10749236,276,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646462816,71.7,8593204,10752880,284,112,0,0,0,0,0,0,0
ycsb,extend,99,1777646464143,71.6,8606552,10753800,808,124,0,0,0,0,0,0,0
ycsb,extend,99,1777646465480,71.6,8607084,10761568,792,6160,0,0,0,0,0,0,0
ycsb,extend,99,1777646466802,71.5,8608528,10760660,840,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646468125,71.5,8600948,10779712,804,1528,0,0,0,0,0,0,0
ycsb,extend,99,1777646469429,71.4,8599552,10766740,980,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646470747,71.3,8599964,10768176,1100,104,0,0,0,0,0,0,0
ycsb,extend,99,1777646472074,71.2,8597696,10731160,1048,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646473393,71.2,8607644,10752212,1288,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646474715,71.2,8599560,10755316,1556,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646476049,71.2,8593224,10778380,336,56,0,0,0,0,0,0,0
ycsb,extend,99,1777646477373,71.1,8599580,10761220,576,40,0,0,0,0,0,0,0
ycsb,extend,99,1777646478681,71.1,8593224,10774584,728,964,0,0,0,0,0,0,0
ycsb,extend,99,1777646479987,71,8596724,10764160,1012,40,0,0,0,0,0,0,0
ycsb,extend,99,1777646481309,70.9,8600080,10767624,920,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646482620,70.8,8599536,10776372,1100,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646483924,70.6,8596352,10761360,1228,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646485263,70.5,8607184,10766212,1220,120,0,0,0,0,0,0,0
ycsb,extend,99,1777646486586,70.5,8593236,10769048,1580,336,0,0,0,0,0,0,0
ycsb,extend,99,1777646487894,70.4,8597808,10755400,1556,3220,0,0,0,0,0,0,0
ycsb,extend,99,1777646489207,70.4,8608168,10796544,1776,2316,0,0,0,0,0,0,0
ycsb,extend,99,1777646490525,70.3,8600152,10763408,568,168,0,0,0,0,0,0,0
ycsb,extend,99,1777646491829,70.3,8606900,10761056,624,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646493154,70.3,8594552,10779340,888,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646494480,70.3,8593236,10768444,840,264,0,0,0,0,0,0,0
ycsb,extend,99,1777646495794,70.2,8599600,10777660,1204,24,0,0,0,0,0,0,0
ycsb,extend,99,1777646497108,70.1,8600620,10779112,1264,68,0,0,0,0,0,0,0
ycsb,extend,99,1777646498423,70,8608436,10768696,1668,64,0,0,0,0,0,0,0
ycsb,extend,99,1777646499750,70,8596140,10781400,1676,2668,0,0,0,0,0,0,0
ycsb,extend,99,1777646501087,69.9,8605920,10769036,1732,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646502580,69.9,8608704,10765744,500,576,0,0,0,0,0,0,0
ycsb,extend,99,1777646503907,69.8,8605992,10769476,688,40,0,0,0,0,0,0,0
ycsb,extend,99,1777646505212,69.8,8607364,10768584,832,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646506534,69.8,8597884,10777664,756,172,0,0,0,0,0,0,0
ycsb,extend,99,1777646507863,69.7,8606580,10776908,876,20,0,0,0,0,0,0,0
ycsb,extend,99,1777646509180,69.6,8597064,10763416,1028,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646510502,69.6,8593276,10779012,4808,104,0,0,0,0,0,0,0
ycsb,extend,99,1777646511831,69.5,8608656,10784056,1624,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646513145,69.5,8609116,10742264,1916,372,0,0,0,0,0,0,0
ycsb,extend,99,1777646514453,69.4,8608520,10738752,1860,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646515760,69.4,8593276,10745356,1968,100,0,0,0,0,0,0,0
ycsb,extend,99,1777646517060,69.3,8593516,10758432,2248,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646518394,69.3,8599472,10775720,476,156,0,0,0,0,0,0,0
ycsb,extend,99,1777646519717,69.3,8595888,10761532,576,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646521042,69.3,8606776,10777956,1092,80,0,0,0,0,0,0,0
ycsb,extend,99,1777646522358,70.6,8722916,10770808,1964,32,0,0,0,0,0,0,0
ycsb,extend,99,1777646523678,69.1,8600124,10762884,3380,88,0,0,0,0,0,0,0
ycsb,extend,99,1777646525011,69,8609500,10771512,3524,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646526325,69,8608744,10768868,3912,1716,0,0,0,0,0,0,0
ycsb,extend,99,1777646527653,68.9,8608180,10764296,3836,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646528967,68.9,8597372,10755584,4012,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646530286,68.9,8593288,10746704,4172,2548,0,0,0,0,0,0,0
ycsb,extend,99,1777646531602,68.9,8596524,10780272,4536,1760,0,0,0,0,0,0,0
ycsb,extend,99,1777646532924,68.8,8599816,10771468,260,376,0,0,0,0,0,0,0
ycsb,extend,99,1777646534236,68.8,8601324,10774228,900,132,0,0,0,0,0,0,0
ycsb,extend,99,1777646535567,68.8,8609316,10781744,900,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646536891,68.7,8599572,10766692,940,124,0,0,0,0,0,0,0
ycsb,extend,99,1777646538221,68.7,8607392,10776332,1156,932,0,0,0,0,0,0,0
ycsb,extend,99,1777646539527,68.6,8593360,10764688,4252,1568,0,0,0,0,0,0,0
ycsb,extend,99,1777646540848,68.6,8600476,10766064,1696,0,0,0,0,0,0,0,0
ycsb,extend,99,1777646542170,68.5,8599916,10764344,1880,56,0,0,0,0,0,0,0
